1.00,2.00,4.00,8.00,16.00,32.00,64.00,128.00,256.00,512.00,1024.00,2048.00,4096.00,8192.00,16384.00,32768.00,65536.00,131072.00,262144.00,524288.00
2.00,4.00,8.00,16.00,32.00,64.00,128.00,256.00,512.00,1024.00,2048.00,4096.00,8192.00,16384.00,32768.00,65536.00,131072.00,262144.00,524288.00,1048576.00
3.00,6.00,12.00,24.00,48.00,96.00,192.00,384.00,768.00,1536.00,3072.00,6144.00,12288.00,24576.00,49152.00,98304.00,196608.00,393216.00,786432.00,1572864.00
4.00,8.00,16.00,32.00,64.00,128.00,256.00,512.00,1024.00,2048.00,4096.00,8192.00,16384.00,32768.00,65536.00,131072.00,262144.00,524288.00,1048576.00,2097152.00
5.00,10.00,20.00,40.00,80.00,160.00,320.00,640.00,1280.00,2560.00,5120.00,10240.00,20480.00,40960.00,81920.00,163840.00,327680.00,655360.00,1310720.00,2621440.00
6.00,12.00,24.00,48.00,96.00,192.00,384.00,768.00,1536.00,3072.00,6144.00,12288.00,24576.00,49152.00,98304.00,196608.00,393216.00,786432.00,1572864.00,3145728.00
1.00,3.00,9.00,27.00,81.00,243.00,729.00,2187.00,6561.00,19683.00,59049.00,177147.00,531441.00,1594323.00,4782969.00,14348907.00,43046721.00,129140163.00,387420489.00,1162261467.00
2.00,6.00,18.00,54.00,162.00,486.00,1458.00,4374.00,13122.00,39366.00,118098.00,354294.00,1062882.00,3188646.00,9565938.00,28697814.00,86093442.00,258280326.00,774840978.00,2324522934.00
3.00,9.00,27.00,81.00,243.00,729.00,2187.00,6561.00,19683.00,59049.00,177147.00,531441.00,1594323.00,4782969.00,14348907.00,43046721.00,129140163.00,387420489.00,1162261467.00,3486784401.00
4.00,12.00,36.00,108.00,324.00,972.00,2916.00,8748.00,26244.00,78732.00,236196.00,708588.00,2125764.00,6377292.00,19131876.00,57395628.00,172186884.00,516560652.00,1549681956.00,4649045868.00
5.00,15.00,45.00,135.00,405.00,1215.00,3645.00,10935.00,32805.00,98415.00,295245.00,885735.00,2657205.00,7971615.00,23914845.00,71744535.00,215233605.00,645700815.00,1937102445.00,5811307335.00
6.00,18.00,54.00,162.00,486.00,1458.00,4374.00,13122.00,39366.00,118098.00,354294.00,1062882.00,3188646.00,9565938.00,28697814.00,86093442.00,258280326.00,774840978.00,2324522934.00,6973568802.00
1.00,4.00,16.00,64.00,256.00,1024.00,4096.00,16384.00,65536.00,262144.00,1048576.00,4194304.00,16777216.00,67108864.00,268435456.00,1073741824.00,4294967296.00,17179869184.00,68719476736.00,274878000000.00
2.00,8.00,32.00,128.00,512.00,2048.00,8192.00,32768.00,131072.00,524288.00,2097152.00,8388608.00,33554432.00,134217728.00,536870912.00,2147483648.00,8589934592.00,34359738368.00,137439000000.00,549756000000.00
3.00,12.00,48.00,192.00,768.00,3072.00,12288.00,49152.00,196608.00,786432.00,3145728.00,12582912.00,50331648.00,201326592.00,805306368.00,3221225472.00,12884901888.00,51539607552.00,206158000000.00,824634000000.00
4.00,16.00,64.00,256.00,1024.00,4096.00,16384.00,65536.00,262144.00,1048576.00,4194304.00,16777216.00,67108864.00,268435456.00,1073741824.00,4294967296.00,17179869184.00,68719476736.00,274878000000.00,1099510000000.00
5.00,20.00,80.00,320.00,1280.00,5120.00,20480.00,81920.00,327680.00,1310720.00,5242880.00,20971520.00,83886080.00,335544320.00,1342177280.00,5368709120.00,21474836480.00,85899345920.00,343597000000.00,1374390000000.00
6.00,24.00,96.00,384.00,1536.00,6144.00,24576.00,98304.00,393216.00,1572864.00,6291456.00,25165824.00,100663296.00,402653184.00,1610612736.00,6442450944.00,25769803776.00,103079000000.00,412317000000.00,1649270000000.00
2.00,4.00,16.00,256.00,65536.00,4294967296.00,,,,,,,,,,,,,,
3.00,9.00,81.00,6561.00,43046721.00,1853020000000000.00,,,,,,,,,,,,,,
4.00,16.00,256.00,65536.00,4294967296.00,,,,,,,,,,,,,,,
5.00,25.00,625.00,390625.00,152588000000.00,,,,,,,,,,,,,,,
2.00,8.00,8.00,512.00,35184400000000.00,,,,,,,,,,,,,,,
320000000.00,160000000.00,80000000.00,40000000.00,20000000.00,10000000.00,5000000.00,2500000.00,1250000.00,625000.00,312500.00,156250.00,78125.00,,,,,,,
3000000000.00,1000000000.00,333333333.30,111111111.10,37037037.04,12345679.01,,,,,,,,,,,,,,
4000000000.00,1000000000.00,250000000.00,62500000.00,15625000.00,3906250.00,,,,,,,,,,,,,,
1.00,3.00,7.00,15.00,31.00,63.00,127.00,255.00,511.00,1023.00,2047.00,4095.00,8191.00,16383.00,32767.00,65535.00,131071.00,262143.00,524287.00,1048575.00
2.00,5.00,11.00,23.00,47.00,95.00,191.00,383.00,767.00,1535.00,3071.00,6143.00,12287.00,24575.00,49151.00,98303.00,196607.00,393215.00,786431.00,1572863.00
3.00,7.00,15.00,31.00,63.00,127.00,255.00,511.00,1023.00,2047.00,4095.00,8191.00,16383.00,32767.00,65535.00,131071.00,262143.00,524287.00,1048575.00,2097151.00
4.00,9.00,19.00,39.00,79.00,159.00,319.00,639.00,1279.00,2559.00,5119.00,10239.00,20479.00,40959.00,81919.00,163839.00,327679.00,655359.00,1310719.00,2621439.00
1.00,4.00,10.00,22.00,46.00,94.00,190.00,382.00,766.00,1534.00,3070.00,6142.00,12286.00,24574.00,49150.00,98302.00,196606.00,393214.00,786430.00,1572862.00
2.00,6.00,14.00,30.00,62.00,126.00,254.00,510.00,1022.00,2046.00,4094.00,8190.00,16382.00,32766.00,65534.00,131070.00,262142.00,524286.00,1048574.00,2097150.00
3.00,8.00,18.00,38.00,78.00,158.00,318.00,638.00,1278.00,2558.00,5118.00,10238.00,20478.00,40958.00,81918.00,163838.00,327678.00,655358.00,1310718.00,2621438.00
4.00,10.00,22.00,46.00,94.00,190.00,382.00,766.00,1534.00,3070.00,6142.00,12286.00,24574.00,49150.00,98302.00,196606.00,393214.00,786430.00,1572862.00,3145726.00
5.00,12.00,26.00,54.00,110.00,222.00,446.00,894.00,1790.00,3582.00,7166.00,14334.00,28670.00,57342.00,114686.00,229374.00,458750.00,917502.00,1835006.00,3670014.00
1.00,5.00,17.00,53.00,161.00,485.00,1457.00,4373.00,13121.00,39365.00,118097.00,354293.00,1062881.00,3188645.00,9565937.00,28697813.00,86093441.00,258280325.00,774840977.00,2324522933.00
2.00,8.00,26.00,80.00,242.00,728.00,2186.00,6560.00,19682.00,59048.00,177146.00,531440.00,1594322.00,4782968.00,14348906.00,43046720.00,129140162.00,387420488.00,1162261466.00,3486784400.00
3.00,11.00,35.00,107.00,323.00,971.00,2915.00,8747.00,26243.00,78731.00,236195.00,708587.00,2125763.00,6377291.00,19131875.00,57395627.00,172186883.00,516560651.00,1549681955.00,4649045867.00
4.00,14.00,44.00,134.00,404.00,1214.00,3644.00,10934.00,32804.00,98414.00,295244.00,885734.00,2657204.00,7971614.00,23914844.00,71744534.00,215233604.00,645700814.00,1937102444.00,5811307334.00
5.00,17.00,53.00,161.00,485.00,1457.00,4373.00,13121.00,39365.00,118097.00,354293.00,1062881.00,3188645.00,9565937.00,28697813.00,86093441.00,258280325.00,774840977.00,2324522933.00,6973568801.00
-44.00,-46.00,-48.00,-50.00,-52.00,-54.00,-56.00,-58.00,-60.00,-62.00,-64.00,-66.00,-68.00,-70.00,-72.00,-74.00,-76.00,-78.00,-80.00,-82.00
27.00,16.00,5.00,-6.00,-17.00,-28.00,-39.00,-50.00,-61.00,-72.00,-83.00,-94.00,-105.00,-116.00,-127.00,-138.00,-149.00,-160.00,-171.00,-182.00
5.00,11.00,29.00,83.00,245.00,731.00,2189.00,6563.00,19685.00,59051.00,177149.00,531443.00,1594325.00,4782971.00,14348909.00,43046723.00,129140165.00,387420491.00,1162261469.00,3486784403.00
4.00,8.00,20.00,56.00,164.00,488.00,1460.00,4376.00,13124.00,39368.00,118100.00,354296.00,1062884.00,3188648.00,9565940.00,28697816.00,86093444.00,258280328.00,774840980.00,2324522936.00
3.00,5.00,11.00,29.00,83.00,245.00,731.00,2189.00,6563.00,19685.00,59051.00,177149.00,531443.00,1594325.00,4782971.00,14348909.00,43046723.00,129140165.00,387420491.00,1162261469.00
1.00,-1.00,-7.00,-25.00,-79.00,-241.00,-727.00,-2185.00,-6559.00,-19681.00,-59047.00,-177145.00,-531439.00,-1594321.00,-4782967.00,-14348905.00,-43046719.00,-129140161.00,-387420487.00,-1162261465.00
2.00,5.00,17.00,65.00,257.00,1025.00,4097.00,16385.00,65537.00,262145.00,1048577.00,4194305.00,16777217.00,67108865.00,268435457.00,1073741825.00,4294967297.00,17179869185.00,68719476737.00,274878000000.00
3.00,9.00,33.00,129.00,513.00,2049.00,8193.00,32769.00,131073.00,524289.00,2097153.00,8388609.00,33554433.00,134217729.00,536870913.00,2147483649.00,8589934593.00,34359738369.00,137439000000.00,549756000000.00
4.00,13.00,49.00,193.00,769.00,3073.00,12289.00,49153.00,196609.00,786433.00,3145729.00,12582913.00,50331649.00,201326593.00,805306369.00,3221225473.00,12884901889.00,51539607553.00,206158000000.00,824634000000.00
5.00,17.00,65.00,257.00,1025.00,4097.00,16385.00,65537.00,262145.00,1048577.00,4194305.00,16777217.00,67108865.00,268435457.00,1073741825.00,4294967297.00,17179869185.00,68719476737.00,274878000000.00,1099510000000.00
1.00,1.00,2.00,5.00,17.00,65.00,257.00,1025.00,4097.00,16385.00,65537.00,262145.00,1048577.00,4194305.00,16777217.00,67108865.00,268435457.00,1073741825.00,4294967297.00,17179869185.00
2.00,2.00,6.00,21.00,81.00,321.00,1281.00,5121.00,20481.00,81921.00,327681.00,1310721.00,5242881.00,20971521.00,83886081.00,335544321.00,1342177281.00,5368709121.00,21474836481.00,85899345921.00
3.00,3.00,12.00,45.00,177.00,705.00,2817.00,11265.00,45057.00,180225.00,720897.00,2883585.00,11534337.00,46137345.00,184549377.00,738197505.00,2952790017.00,11811160065.00,47244640257.00,188979000000.00
4.00,4.00,20.00,77.00,305.00,1217.00,4865.00,19457.00,77825.00,311297.00,1245185.00,4980737.00,19922945.00,79691777.00,318767105.00,1275068417.00,5100273665.00,20401094657.00,81604378625.00,326418000000.00
5.00,5.00,30.00,117.00,465.00,1857.00,7425.00,29697.00,118785.00,475137.00,1900545.00,7602177.00,30408705.00,121634817.00,486539265.00,1946157057.00,7784628225.00,31138512897.00,124554000000.00,498216000000.00
1.00,2.00,3.00,9.00,33.00,129.00,513.00,2049.00,8193.00,32769.00,131073.00,524289.00,2097153.00,8388609.00,33554433.00,134217729.00,536870913.00,2147483649.00,8589934593.00,34359738369.00
2.00,3.00,7.00,25.00,97.00,385.00,1537.00,6145.00,24577.00,98305.00,393217.00,1572865.00,6291457.00,25165825.00,100663297.00,402653185.00,1610612737.00,6442450945.00,25769803777.00,103079000000.00
3.00,4.00,13.00,49.00,193.00,769.00,3073.00,12289.00,49153.00,196609.00,786433.00,3145729.00,12582913.00,50331649.00,201326593.00,805306369.00,3221225473.00,12884901889.00,51539607553.00,206158000000.00
4.00,5.00,21.00,81.00,321.00,1281.00,5121.00,20481.00,81921.00,327681.00,1310721.00,5242881.00,20971521.00,83886081.00,335544321.00,1342177281.00,5368709121.00,21474836481.00,85899345921.00,343597000000.00
5.00,6.00,31.00,121.00,481.00,1921.00,7681.00,30721.00,122881.00,491521.00,1966081.00,7864321.00,31457281.00,125829121.00,503316481.00,2013265921.00,8053063681.00,32212254721.00,128849000000.00,515396000000.00
1.00,1.00,3.00,7.00,23.00,95.00,719.00,10463.00,537887.00,110550143.00,289544000000.00,12221900000000000.00,,,,,,,,
2.00,2.00,8.00,20.00,104.00,608.00,12032.00,393728.00,145556480.00,155313000000.00,21187000000000000.00,,,,,,,,,
3.00,3.00,15.00,39.00,303.00,2127.00,96063.00,4716255.00,9237532479.00,22261500000000.00,,,,,,,,,,
4.00,4.00,24.00,64.00,704.00,5504.00,506624.00,31307264.00,256730000000.00,980658000000000.00,,,,,,,,,,
5.00,5.00,35.00,95.00,1415.00,11855.00,2025935.00,144592895.00,4104700000000.00,20915300000000000.00,,,,,,,,,,
1.00,6.00,36.00,216.00,1296.00,7776.00,46656.00,279936.00,1679616.00,10077696.00,60466176.00,362797056.00,2176782336.00,13060694016.00,78364164096.00,470185000000.00,2821110000000.00,16926700000000.00,101560000000000.00,609360000000000.00
2.00,12.00,72.00,432.00,2592.00,15552.00,93312.00,559872.00,3359232.00,20155392.00,120932352.00,725594112.00,4353564672.00,26121388032.00,156728000000.00,940370000000.00,5642220000000.00,33853300000000.00,203120000000000.00,1218720000000000.00
3.00,18.00,108.00,648.00,3888.00,23328.00,139968.00,839808.00,5038848.00,30233088.00,181398528.00,1088391168.00,6530347008.00,39182082048.00,235092000000.00,1410550000000.00,8463330000000.00,50780000000000.00,304680000000000.00,1828080000000000.00
4.00,24.00,144.00,864.00,5184.00,31104.00,186624.00,1119744.00,6718464.00,40310784.00,241864704.00,1451188224.00,8707129344.00,52242776064.00,313457000000.00,1880740000000.00,11284400000000.00,67706600000000.00,406240000000000.00,2437440000000000.00
5.00,30.00,180.00,1080.00,6480.00,38880.00,233280.00,1399680.00,8398080.00,50388480.00,302330880.00,1813985280.00,10883911680.00,65303470080.00,391821000000.00,2350920000000.00,14105500000000.00,84633300000000.00,507800000000000.00,3046800000000000.00
1.00,1.00,0.00,1.00,-1.00,2.00,-3.00,5.00,-8.00,13.00,-21.00,34.00,-55.00,89.00,-144.00,233.00,-377.00,610.00,-987.00,1597.00
1.00,2.00,-1.00,3.00,-4.00,7.00,-11.00,18.00,-29.00,47.00,-76.00,123.00,-199.00,322.00,-521.00,843.00,-1364.00,2207.00,-3571.00,5778.00
2.00,2.00,0.00,2.00,-2.00,4.00,-6.00,10.00,-16.00,26.00,-42.00,68.00,-110.00,178.00,-288.00,466.00,-754.00,1220.00,-1974.00,3194.00
3.00,2.00,1.00,1.00,0.00,1.00,-1.00,2.00,-3.00,5.00,-8.00,13.00,-21.00,34.00,-55.00,89.00,-144.00,233.00,-377.00,610.00
4.00,7.00,12.50,22.25,39.63,70.56,125.66,223.77,398.48,709.60,1263.63,2250.25,4007.19,7135.92,12707.47,22629.17,40297.48,71760.81,127789.95,227565.33
6765.00,4181.00,2584.00,1597.00,987.00,610.00,377.00,233.00,144.00,89.00,55.00,34.00,21.00,13.00,8.00,5.00,3.00,2.00,1.00,1.00
16114.00,9959.00,6155.00,3804.00,2351.00,1453.00,898.00,555.00,343.00,212.00,131.00,81.00,50.00,31.00,19.00,12.00,7.00,5.00,2.00,3.00
20.00,19.00,18.00,17.00,16.00,15.00,14.00,13.00,12.00,11.00,10.00,9.00,8.00,7.00,6.00,5.00,4.00,3.00,2.00,1.00
39.00,37.00,35.00,33.00,31.00,29.00,27.00,25.00,23.00,21.00,19.00,17.00,15.00,13.00,11.00,9.00,7.00,5.00,3.00,1.00
40.00,38.00,36.00,34.00,32.00,30.00,28.00,26.00,24.00,22.00,20.00,18.00,16.00,14.00,12.00,10.00,8.00,6.00,4.00,2.00
58.00,55.00,52.00,49.00,46.00,43.00,40.00,37.00,34.00,31.00,28.00,25.00,22.00,19.00,16.00,13.00,10.00,7.00,4.00,1.00
59.00,56.00,53.00,50.00,47.00,44.00,41.00,38.00,35.00,32.00,29.00,26.00,23.00,20.00,17.00,14.00,11.00,8.00,5.00,2.00
60.00,57.00,54.00,51.00,48.00,45.00,42.00,39.00,36.00,33.00,30.00,27.00,24.00,21.00,18.00,15.00,12.00,9.00,6.00,3.00
77.00,73.00,69.00,65.00,61.00,57.00,53.00,49.00,45.00,41.00,37.00,33.00,29.00,25.00,21.00,17.00,13.00,9.00,5.00,1.00
78.00,74.00,70.00,66.00,62.00,58.00,54.00,50.00,46.00,42.00,38.00,34.00,30.00,26.00,22.00,18.00,14.00,10.00,6.00,2.00
79.00,75.00,71.00,67.00,63.00,59.00,55.00,51.00,47.00,43.00,39.00,35.00,31.00,27.00,23.00,19.00,15.00,11.00,7.00,3.00
80.00,76.00,72.00,68.00,64.00,60.00,56.00,52.00,48.00,44.00,40.00,36.00,32.00,28.00,24.00,20.00,16.00,12.00,8.00,4.00
96.00,91.00,86.00,81.00,76.00,71.00,66.00,61.00,56.00,51.00,46.00,41.00,36.00,31.00,26.00,21.00,16.00,11.00,6.00,1.00
97.00,92.00,87.00,82.00,77.00,72.00,67.00,62.00,57.00,52.00,47.00,42.00,37.00,32.00,27.00,22.00,17.00,12.00,7.00,2.00
98.00,93.00,88.00,83.00,78.00,73.00,68.00,63.00,58.00,53.00,48.00,43.00,38.00,33.00,28.00,23.00,18.00,13.00,8.00,3.00
99.00,94.00,89.00,84.00,79.00,74.00,69.00,64.00,59.00,54.00,49.00,44.00,39.00,34.00,29.00,24.00,19.00,14.00,9.00,4.00
100.00,95.00,90.00,85.00,80.00,75.00,70.00,65.00,60.00,55.00,50.00,45.00,40.00,35.00,30.00,25.00,20.00,15.00,10.00,5.00
524288.00,262144.00,131072.00,65536.00,32768.00,16384.00,8192.00,4096.00,2048.00,1024.00,512.00,256.00,128.00,64.00,32.00,16.00,8.00,4.00,2.00,1.00
1048576.00,524288.00,262144.00,131072.00,65536.00,32768.00,16384.00,8192.00,4096.00,2048.00,1024.00,512.00,256.00,128.00,64.00,32.00,16.00,8.00,4.00,2.00
1572864.00,786432.00,393216.00,196608.00,98304.00,49152.00,24576.00,12288.00,6144.00,3072.00,1536.00,768.00,384.00,192.00,96.00,48.00,24.00,12.00,6.00,3.00
2097152.00,1048576.00,524288.00,262144.00,131072.00,65536.00,32768.00,16384.00,8192.00,4096.00,2048.00,1024.00,512.00,256.00,128.00,64.00,32.00,16.00,8.00,4.00
2621440.00,1310720.00,655360.00,327680.00,163840.00,81920.00,40960.00,20480.00,10240.00,5120.00,2560.00,1280.00,640.00,320.00,160.00,80.00,40.00,20.00,10.00,5.00
3145728.00,1572864.00,786432.00,393216.00,196608.00,98304.00,49152.00,24576.00,12288.00,6144.00,3072.00,1536.00,768.00,384.00,192.00,96.00,48.00,24.00,12.00,6.00
1162261467.00,387420489.00,129140163.00,43046721.00,14348907.00,4782969.00,1594323.00,531441.00,177147.00,59049.00,19683.00,6561.00,2187.00,729.00,243.00,81.00,27.00,9.00,3.00,1.00
2324522934.00,774840978.00,258280326.00,86093442.00,28697814.00,9565938.00,3188646.00,1062882.00,354294.00,118098.00,39366.00,13122.00,4374.00,1458.00,486.00,162.00,54.00,18.00,6.00,2.00
3486784401.00,1162261467.00,387420489.00,129140163.00,43046721.00,14348907.00,4782969.00,1594323.00,531441.00,177147.00,59049.00,19683.00,6561.00,2187.00,729.00,243.00,81.00,27.00,9.00,3.00
4649045868.00,1549681956.00,516560652.00,172186884.00,57395628.00,19131876.00,6377292.00,2125764.00,708588.00,236196.00,78732.00,26244.00,8748.00,2916.00,972.00,324.00,108.00,36.00,12.00,4.00
5811307335.00,1937102445.00,645700815.00,215233605.00,71744535.00,23914845.00,7971615.00,2657205.00,885735.00,295245.00,98415.00,32805.00,10935.00,3645.00,1215.00,405.00,135.00,45.00,15.00,5.00
6973568802.00,2324522934.00,774840978.00,258280326.00,86093442.00,28697814.00,9565938.00,3188646.00,1062882.00,354294.00,118098.00,39366.00,13122.00,4374.00,1458.00,486.00,162.00,54.00,18.00,6.00
274878000000.00,68719476736.00,17179869184.00,4294967296.00,1073741824.00,268435456.00,67108864.00,16777216.00,4194304.00,1048576.00,262144.00,65536.00,16384.00,4096.00,1024.00,256.00,64.00,16.00,4.00,1.00
549756000000.00,137439000000.00,34359738368.00,8589934592.00,2147483648.00,536870912.00,134217728.00,33554432.00,8388608.00,2097152.00,524288.00,131072.00,32768.00,8192.00,2048.00,512.00,128.00,32.00,8.00,2.00
824634000000.00,206158000000.00,51539607552.00,12884901888.00,3221225472.00,805306368.00,201326592.00,50331648.00,12582912.00,3145728.00,786432.00,196608.00,49152.00,12288.00,3072.00,768.00,192.00,48.00,12.00,3.00
1099510000000.00,274878000000.00,68719476736.00,17179869184.00,4294967296.00,1073741824.00,268435456.00,67108864.00,16777216.00,4194304.00,1048576.00,262144.00,65536.00,16384.00,4096.00,1024.00,256.00,64.00,16.00,4.00
1374390000000.00,343597000000.00,85899345920.00,21474836480.00,5368709120.00,1342177280.00,335544320.00,83886080.00,20971520.00,5242880.00,1310720.00,327680.00,81920.00,20480.00,5120.00,1280.00,320.00,80.00,20.00,5.00
1649270000000.00,412317000000.00,103079000000.00,25769803776.00,6442450944.00,1610612736.00,402653184.00,100663296.00,25165824.00,6291456.00,1572864.00,393216.00,98304.00,24576.00,6144.00,1536.00,384.00,96.00,24.00,6.00
,4294967296.00,65536.00,256.00,16.00,4.00,2.00,,,,,,,,,,,,,
,,,,,,,,,,,,,,1853020000000000.00,43046721.00,6561.00,81.00,9.00,3.00
,,,,,,,,,,,,,,,4294967296.00,65536.00,256.00,16.00,4.00
,,,,,,,,,,,,,,,152588000000.00,390625.00,625.00,25.00,5.00
,,,,,,,,,,,,,,,35184400000000.00,512.00,8.00,8.00,2.00
,,,,,,,78125.00,156250.00,312500.00,625000.00,1250000.00,2500000.00,5000000.00,10000000.00,20000000.00,40000000.00,80000000.00,160000000.00,320000000.00
,,,,,,,,,,0.00,0.00,,,12345679.01,37037037.04,111111111.10,333333333.30,1000000000.00,3000000000.00
,,,,,,,,,,0.00,0.00,,,3906250.00,15625000.00,62500000.00,250000000.00,1000000000.00,4000000000.00
1048575.00,524287.00,262143.00,131071.00,65535.00,32767.00,16383.00,8191.00,4095.00,2047.00,1023.00,511.00,255.00,127.00,63.00,31.00,15.00,7.00,3.00,1.00
1572863.00,786431.00,393215.00,196607.00,98303.00,49151.00,24575.00,12287.00,6143.00,3071.00,1535.00,767.00,383.00,191.00,95.00,47.00,23.00,11.00,5.00,2.00
2097151.00,1048575.00,524287.00,262143.00,131071.00,65535.00,32767.00,16383.00,8191.00,4095.00,2047.00,1023.00,511.00,255.00,127.00,63.00,31.00,15.00,7.00,3.00
2621439.00,1310719.00,655359.00,327679.00,163839.00,81919.00,40959.00,20479.00,10239.00,5119.00,2559.00,1279.00,639.00,319.00,159.00,79.00,39.00,19.00,9.00,4.00
1572862.00,786430.00,393214.00,196606.00,98302.00,49150.00,24574.00,12286.00,6142.00,3070.00,1534.00,766.00,382.00,190.00,94.00,46.00,22.00,10.00,4.00,1.00
2097150.00,1048574.00,524286.00,262142.00,131070.00,65534.00,32766.00,16382.00,8190.00,4094.00,2046.00,1022.00,510.00,254.00,126.00,62.00,30.00,14.00,6.00,2.00
2621438.00,1310718.00,655358.00,327678.00,163838.00,81918.00,40958.00,20478.00,10238.00,5118.00,2558.00,1278.00,638.00,318.00,158.00,78.00,38.00,18.00,8.00,3.00
3145726.00,1572862.00,786430.00,393214.00,196606.00,98302.00,49150.00,24574.00,12286.00,6142.00,3070.00,1534.00,766.00,382.00,190.00,94.00,46.00,22.00,10.00,4.00
3670014.00,1835006.00,917502.00,458750.00,229374.00,114686.00,57342.00,28670.00,14334.00,7166.00,3582.00,1790.00,894.00,446.00,222.00,110.00,54.00,26.00,12.00,5.00
2324522933.00,774840977.00,258280325.00,86093441.00,28697813.00,9565937.00,3188645.00,1062881.00,354293.00,118097.00,39365.00,13121.00,4373.00,1457.00,485.00,161.00,53.00,17.00,5.00,1.00
3486784400.00,1162261466.00,387420488.00,129140162.00,43046720.00,14348906.00,4782968.00,1594322.00,531440.00,177146.00,59048.00,19682.00,6560.00,2186.00,728.00,242.00,80.00,26.00,8.00,2.00
4649045867.00,1549681955.00,516560651.00,172186883.00,57395627.00,19131875.00,6377291.00,2125763.00,708587.00,236195.00,78731.00,26243.00,8747.00,2915.00,971.00,323.00,107.00,35.00,11.00,3.00
5811307334.00,1937102444.00,645700814.00,215233604.00,71744534.00,23914844.00,7971614.00,2657204.00,885734.00,295244.00,98414.00,32804.00,10934.00,3644.00,1214.00,404.00,134.00,44.00,14.00,4.00
6973568801.00,2324522933.00,774840977.00,258280325.00,86093441.00,28697813.00,9565937.00,3188645.00,1062881.00,354293.00,118097.00,39365.00,13121.00,4373.00,1457.00,485.00,161.00,53.00,17.00,5.00
-82.00,-80.00,-78.00,-76.00,-74.00,-72.00,-70.00,-68.00,-66.00,-64.00,-62.00,-60.00,-58.00,-56.00,-54.00,-52.00,-50.00,-48.00,-46.00,-44.00
-182.00,-171.00,-160.00,-149.00,-138.00,-127.00,-116.00,-105.00,-94.00,-83.00,-72.00,-61.00,-50.00,-39.00,-28.00,-17.00,-6.00,5.00,16.00,27.00
3486784403.00,1162261469.00,387420491.00,129140165.00,43046723.00,14348909.00,4782971.00,1594325.00,531443.00,177149.00,59051.00,19685.00,6563.00,2189.00,731.00,245.00,83.00,29.00,11.00,5.00
2324522936.00,774840980.00,258280328.00,86093444.00,28697816.00,9565940.00,3188648.00,1062884.00,354296.00,118100.00,39368.00,13124.00,4376.00,1460.00,488.00,164.00,56.00,20.00,8.00,4.00
1162261469.00,387420491.00,129140165.00,43046723.00,14348909.00,4782971.00,1594325.00,531443.00,177149.00,59051.00,19685.00,6563.00,2189.00,731.00,245.00,83.00,29.00,11.00,5.00,3.00
