ID : [prediction, actual]
0: [1, 4, 'index', 4.2168]
200: [3, 3, 'index', 47.1873]
201: [2, 3, 'hybrid', 0.4026]
202: [3, 1, 'index', 0.1223]
203: [4, 3, 'hybrid', 118.6216]
204: [1, 4, 'hybrid', 10.5537]
205: [3, 3, 'index', 0.2943]
207: [4, 3, 'hybrid', 0.2835]
208: [3, 1, 'index', 100.5781]
209: [4, 2, 'unknown', 299.3806]
210: [4, 3, 'index', 6375.4507]
211: [array(811.2292, dtype=float32), '738', 'hybrid', array(811.2292, dtype=float32)]
212: [1, 1, 'hybrid', 0.3444]
213: [1, 1, 'hybrid', 0.6868]
214: [3, 3, 'hybrid', 13.0287]
215: [2, 2, 'hybrid', 250.5353]
216: [array(0.10490436, dtype=float32), '20/81', 'hybrid', array(0.10490436, dtype=float32)]
217: [4, 4, 'hybrid', 76.5166]
218: [1, 1, 'unknown', 394.4532]
219: [2, 3, 'hybrid', 110.5784]
220: [1, 4, 'unknown', 981.6362]
221: [4, 2, 'index', 907.8885]
222: [4, 2, 'hybrid', 9.5579]
225: [1, 4, 'index', 5.3491]
226: [1, 3, 'hybrid', 17.7422]
227: [1, 2, 'hybrid', 10.8209]
228: [1, 1, 'index', 63.2084]
229: [1, 1, 'hybrid', 2.1645]
230: [4, 4, 'hybrid', 0.0186]
231: [2, 3, 'index', 11.5012]
232: [4, 1, 'index', 109.0937]
233: [1, 1, 'index', 10.199]
234: [1, 3, 'hybrid', 3.8194]
235: [1, 1, 'hybrid', 0.0306]
236: [3, 2, 'hybrid', 18.7201]
237: [1, 2, 'hybrid', 23.3299]
238: [2, 2, 'hybrid', 55.8367]
239: [3, 2, 'hybrid', 133.089]
240: [3, 1, 'hybrid', -17.0662]
241: [1, 3, 'hybrid', 2.5414]
242: [1, 2, 'unknown', 23.5293]
243: [2, 4, 'index', 12.4446]
244: [2, 1, 'hybrid', 0.0372]
245: [4, 4, 'hybrid', 20.9484]
246: [3, 4, 'index', 4.1853]
247: [2, 1, 'hybrid', 18.4112]
248: [1, 2, 'hybrid', 5.0374]
249: [3, 4, 'hybrid', 173.6913]
250: [4, 4, 'hybrid', 250.9266]
251: [array(321.0245, dtype=float32), '169', 'hybrid', array(321.0245, dtype=float32)]
252: [array(141.09872, dtype=float32), '128', 'hybrid', array(141.09872, dtype=float32)]
253: [array(97.83164, dtype=float32), '36', 'hybrid', array(97.83164, dtype=float32)]
255: [4, 3, 'hybrid', 144.4185]
256: [2, 3, 'index', 860.6313]
258: [3, 1, 'hybrid', 84.0839]
259: [4, 2, 'hybrid', 617.5179]
260: [3, 1, 'unknown', 10.4532]
261: [4, 1, 'unknown', 46.2141]
262: [2, 2, 'hybrid', 0.6105]
263: [array(0.45716557, dtype=float32), '1/2', 'hybrid', array(0.45716557, dtype=float32)]
264: [array(14.428401, dtype=float32), '28', 'index', array(14.428401, dtype=float32)]
265: [2, 4, 'index', 83.589]
266: [array(-50.90259, dtype=float32), '-28', 'hybrid', array(-50.90259, dtype=float32)]
267: [2, 3, 'hybrid', 21.7065]
268: [2, 3, 'index', 29.856]
269: [array(390.8847, dtype=float32), '121', 'hybrid', array(390.8847, dtype=float32)]
270: [array(9.167409, dtype=float32), '9', 'index', array(9.167409, dtype=float32)]
271: [array(130.49387, dtype=float32), '216', 'hybrid', array(130.49387, dtype=float32)]
272: [array(166.49203, dtype=float32), '181', 'hybrid', array(166.49203, dtype=float32)]
273: [3, 4, 'hybrid', 54.408]
274: [1, 2, 'hybrid', 16.5938]
275: [4, 1, 'hybrid', 179.8601]
276: [4, 2, 'hybrid', 42.3574]
277: [array(1.2409738, dtype=float32), '6', 'hybrid', array(1.2409738, dtype=float32)]
278: [1, 1, 'hybrid', 231.9467]
279: [1, 4, 'unknown', 6.2763]
280: [3, 3, 'index', 62.7413]
281: [3, 1, 'hybrid', 408.8999]
283: [4, 2, 'hybrid', 35.1302]
284: [3, 1, 'hybrid', 19.1216]
285: [1, 1, 'index', 65.6413]
286: [4, 2, 'unknown', 101.7148]
287: [array(63.250008, dtype=float32), '24', 'hybrid', array(63.250008, dtype=float32)]
288: [2, 3, 'hybrid', 8.8118]
289: [2, 3, 'hybrid', 104.6697]
290: [4, 4, 'hybrid', 4.6968]
291: [1, 2, 'hybrid', 2441.3843]
293: [array(11.672916, dtype=float32), '20295', 'hybrid', array(11.672916, dtype=float32)]
295: [1, 1, 'hybrid', 0.4423]
296: [1, 4, 'hybrid', 23.2217]
297: [2, 1, 'hybrid', 81.1086]
299: [2, 3, 'hybrid', 9.8948]
301: [2, 2, 'index', 7.6514]
302: [1, 4, 'hybrid', 15.9035]
303: [1, 2, 'hybrid', 43.3131]
304: [4, 4, 'hybrid', 13.7666]
305: [4, 4, 'hybrid', 19.1128]
307: [array(45.197384, dtype=float32), '45', 'hybrid', array(45.197384, dtype=float32)]
308: [array(19.286846, dtype=float32), '34', 'hybrid', array(19.286846, dtype=float32)]
309: [2, 3, 'index', 19.5742]
310: [array(5.106379, dtype=float32), '13', 'hybrid', array(5.106379, dtype=float32)]
311: [array(37.212917, dtype=float32), '55', 'index', array(37.212917, dtype=float32)]
313: [4, 1, 'index', 6.4237]
314: [1, 3, 'hybrid', 124.3691]
315: [array(0.14551532, dtype=float32), '5/64', 'hybrid', array(0.14551532, dtype=float32)]
316: [array(223.3375, dtype=float32), '227', 'hybrid', array(223.3375, dtype=float32)]
317: [3, 4, 'hybrid', -4.9177]
318: [1, 1, 'hybrid', 2.3008]
319: [4, 2, 'hybrid', 85.4616]
320: [1, 2, 'index', 11.6263]
321: [1, 2, 'hybrid', 8.4898]
322: [4, 4, 'unknown', 199.5128]
323: [1, 3, 'hybrid', 24.5051]
324: [1, 4, 'unknown', 147.6807]
325: [3, 1, 'index', 0.1166]
326: [2, 1, 'hybrid', 25126.7461]
327: [1, 1, 'index', 4.8461]
328: [2, 2, 'index', 23.3422]
329: [1, 2, 'index', 13.2359]
330: [1, 2, 'hybrid', 10.6998]
331: [1, 2, 'hybrid', 16.9888]
332: [1, 3, 'hybrid', 20.5159]
333: [4, 4, 'hybrid', -40.6431]
334: [1, 1, 'index', 8.8333]
335: [1, 1, 'hybrid', 0.4933]
336: [3, 4, 'index', 84.0806]
337: [array(161.32687, dtype=float32), '140', 'hybrid', array(161.32687, dtype=float32)]
338: [array(8.981897, dtype=float32), '16', 'hybrid', array(8.981897, dtype=float32)]
339: [array(58.42365, dtype=float32), '5', 'index', array(58.42365, dtype=float32)]
340: [array(9.911618, dtype=float32), '9', 'hybrid', array(9.911618, dtype=float32)]
341: [1, 4, 'index', 135.0479]
342: [1, 2, 'unknown', 146.2661]
343: [1, 3, 'unknown', 15.0556]
344: [3, 1, 'index', 166.7225]
345: [4, 4, 'hybrid', 36.4974]
346: [1, 1, 'hybrid', 18.5543]
347: [1, 4, 'hybrid', 0.0989]
348: [1, 3, 'hybrid', 27.7918]
349: [2, 2, 'hybrid', 0.0772]
350: [3, 2, 'hybrid', 81.576]
351: [4, 4, 'hybrid', 168.6633]
352: [3, 3, 'hybrid', 0.4752]
353: [1, 4, 'hybrid', 5.2163]
354: [1, 3, 'hybrid', 5.9227]
355: [1, 1, 'unknown', 16.4474]
356: [4, 4, 'index', 25.7803]
357: [3, 4, 'index', 144.984]
358: [2, 2, 'hybrid', 33.8965]
359: [4, 3, 'hybrid', 240.3948]
360: [1, 1, 'hybrid', 30.6749]
361: [4, 1, 'hybrid', 310.724]
362: [array(-3.0709488, dtype=float32), '-219', 'index', array(-3.0709488, dtype=float32)]
363: [4, 4, 'hybrid', 35.3308]
364: [2, 4, 'index', 37.5869]
365: [1, 2, 'hybrid', 71.0832]
366: [3, 2, 'hybrid', -4.5369]
367: [array(348.50165, dtype=float32), '664', 'hybrid', array(348.50165, dtype=float32)]
368: [1, 1, 'index', 1.6987]
369: [1, 3, 'hybrid', 11.0794]
370: [array(19.394688, dtype=float32), '20', 'index', array(19.394688, dtype=float32)]
372: [2, 4, 'unknown', 941.8302]
373: [2, 3, 'hybrid', 64.8591]
374: [2, 3, 'index', 7.0182]
375: [1, 1, 'hybrid', 343.6546]
376: [4, 4, 'hybrid', 10.0836]
377: [1, 3, 'unknown', 10.1117]
378: [1, 1, 'unknown', 37.5623]
379: [4, 4, 'hybrid', 301.3969]
380: [4, 1, 'hybrid', 0.3393]
381: [2, 1, 'hybrid', 328.419]
382: [array(65.62704, dtype=float32), '613', 'hybrid', array(65.62704, dtype=float32)]
383: [array(44.91034, dtype=float32), '43', 'hybrid', array(44.91034, dtype=float32)]
384: [1, 4, 'index', 37.0485]
385: [array(57.38866, dtype=float32), '730', 'hybrid', array(57.38866, dtype=float32)]
386: [1, 1, 'unknown', 164.8849]
387: [1, 1, 'index', 64.3432]
388: [1, 1, 'unknown', 17.7625]
389: [2, 2, 'hybrid', 7.8573]
390: [4, 4, 'hybrid', 190.4411]
391: [2, 2, 'hybrid', 29.9421]
392: [1, 2, 'unknown', 46.0915]
394: [4, 2, 'hybrid', 7.0636]
395: [4, 2, 'hybrid', 43.9065]
396: [2, 2, 'hybrid', 112.9812]
397: [3, 2, 'hybrid', 150.0725]
398: [3, 3, 'index', 10.0638]
399: [2, 2, 'index', 24.2881]
400: [1, 2, 'hybrid', 26.2856]
401: [2, 2, 'index', 8.4126]
402: [4, 4, 'hybrid', 76.9023]
403: [4, 1, 'index', 99.7541]
404: [4, 4, 'hybrid', 13.5814]
405: [1, 3, 'hybrid', 10.9096]
406: [1, 1, 'unknown', 17.0762]
408: [array(2.096988, dtype=float32), '1/32', 'hybrid', array(2.096988, dtype=float32)]
409: [4, 1, 'index', 264.2943]
410: [1, 3, 'index', 33.7579]
411: [3, 2, 'index', -3.031]
412: [1, 2, 'hybrid', 2.0254]
413: [4, 3, 'hybrid', 3.7915]
414: [3, 3, 'hybrid', 57.3948]
416: [1, 2, 'index', 12.8716]
417: [1, 4, 'hybrid', -1.9349]
418: [1, 2, 'unknown', 11.8846]
419: [1, 1, 'hybrid', 49.018]
420: [4, 4, 'unknown', 1303.157]
421: [1, 1, 'hybrid', 15.9369]
422: [1, 2, 'hybrid', 9.7929]
423: [1, 1, 'hybrid', 2.3091]
424: [1, 3, 'unknown', 23.9401]
425: [1, 3, 'unknown', 170.4198]
426: [4, 4, 'hybrid', 69.7501]
427: [2, 3, 'unknown', 115.1381]
428: [4, 2, 'unknown', 61.3842]
429: [1, 4, 'index', 88.2721]
430: [1, 4, 'hybrid', 13.6453]
431: [1, 2, 'unknown', 32.9373]
432: [1, 1, 'hybrid', 7.048]
433: [4, 4, 'hybrid', 5.0794]
434: [1, 1, 'hybrid', 2.321]
435: [1, 4, 'hybrid', 701.6039]
436: [2, 2, 'unknown', 4.2675]
437: [array(0.37099758, dtype=float32), '1/4', 'hybrid', array(0.37099758, dtype=float32)]
438: [2, 4, 'unknown', 17.2591]
439: [3, 3, 'index', 35.8013]
440: [2, 2, 'hybrid', 261.4174]
441: [3, 4, 'hybrid', 41.7532]
442: [2, 2, 'hybrid', 791.1399]
443: [4, 4, 'hybrid', 265.8755]
444: [4, 4, 'hybrid', 328.9067]
445: [array(4.431286, dtype=float32), '-3', 'index', array(4.431286, dtype=float32)]
446: [4, 3, 'index', 338.8277]
447: [4, 1, 'hybrid', 204.84]
448: [3, 3, 'hybrid', 25.3725]
449: [3, 3, 'hybrid', 11.8957]
450: [2, 4, 'index', 319.4049]
453: [3, 2, 'hybrid', 33.5802]
454: [1, 1, 'unknown', 5.8208]
455: [4, 3, 'hybrid', 31.349]
456: [4, 2, 'hybrid', 0.2464]
457: [4, 2, 'hybrid', 64.3832]
458: [1, 1, 'hybrid', 24.1381]
459: [1, 1, 'hybrid', 736.764]
460: [1, 2, 'hybrid', 90.109]
461: [2, 3, 'index', 8.1762]
462: [array(0.9855203, dtype=float32), '6', 'index', array(0.9855203, dtype=float32)]
463: [1, 1, 'hybrid', 28.8823]
465: [4, 2, 'hybrid', 44.2042]
466: [3, 2, 'hybrid', 10.155]
467: [1, 4, 'index', 240.2866]
469: [1, 1, 'hybrid', 63.1572]
470: [1, 1, 'hybrid', 7.405]
472: [array(30.47739, dtype=float32), '47', 'hybrid', array(30.47739, dtype=float32)]
473: [array(80.58566, dtype=float32), '72.5', 'hybrid', array(80.58566, dtype=float32)]
474: [array(67.76038, dtype=float32), '83', 'index', array(67.76038, dtype=float32)]
477: [array(13.29873, dtype=float32), '12.25', 'hybrid', array(13.29873, dtype=float32)]
478: [array(135.97603, dtype=float32), '131', 'hybrid', array(135.97603, dtype=float32)]
480: [array(82.506134, dtype=float32), '81', 'hybrid', array(82.506134, dtype=float32)]
481: [array(85.874626, dtype=float32), '86', 'index', array(85.874626, dtype=float32)]
482: [array(14.0271845, dtype=float32), '25', 'hybrid', array(14.0271845, dtype=float32)]
483: [array(5.9483438, dtype=float32), '5', 'hybrid', array(5.9483438, dtype=float32)]
486: [array(122.90115, dtype=float32), '122', 'hybrid', array(122.90115, dtype=float32)]
487: [array(53.91759, dtype=float32), '44', 'hybrid', array(53.91759, dtype=float32)]
488: [array(14.8011465, dtype=float32), '10', 'hybrid', array(14.8011465, dtype=float32)]
489: [array(93.47731, dtype=float32), '95', 'hybrid', array(93.47731, dtype=float32)]
490: [array(-8.444469, dtype=float32), '-10', 'hybrid', array(-8.444469, dtype=float32)]
491: [array(108.200836, dtype=float32), '100', 'hybrid', array(108.200836, dtype=float32)]
492: [array(93.11501, dtype=float32), '92', 'hybrid', array(93.11501, dtype=float32)]
493: [array(53.39189, dtype=float32), '70', 'index', array(53.39189, dtype=float32)]
494: [array(4.7960906, dtype=float32), '2', 'hybrid', array(4.7960906, dtype=float32)]
496: [array(432.65472, dtype=float32), '402', 'hybrid', array(432.65472, dtype=float32)]
501: [array(160.40968, dtype=float32), '80', 'hybrid', array(160.40968, dtype=float32)]
503: [array(-0.39602602, dtype=float32), '0.1', 'hybrid', array(-0.39602602, dtype=float32)]
507: [array(6.5870304, dtype=float32), '11', 'hybrid', array(6.5870304, dtype=float32)]
508: [array(3.8631074, dtype=float32), '2', 'hybrid', array(3.8631074, dtype=float32)]
509: [array(27.225348, dtype=float32), '27', 'hybrid', array(27.225348, dtype=float32)]
510: [array(12.060163, dtype=float32), '12', 'hybrid', array(12.060163, dtype=float32)]
512: [array(18.36314, dtype=float32), '23', 'hybrid', array(18.36314, dtype=float32)]
513: [array(19.574493, dtype=float32), '18', 'index', array(19.574493, dtype=float32)]
514: [array(8.959515, dtype=float32), '10', 'hybrid', array(8.959515, dtype=float32)]
516: [2, 2, 'unknown', 36.8408]
517: [2, 2, 'index', 28.6269]
518: [2, 2, 'unknown', 241.6697]
519: [3, 1, 'hybrid', 1631.8412]
520: [2, 2, 'unknown', 352.3044]
521: [4, 2, 'index', 380.989]
522: [3, 3, 'index', 125.6403]
523: [1, 4, 'hybrid', 8.0218]
524: [3, 3, 'index', 13.5663]
525: [2, 2, 'hybrid', 399.4925]
526: [2, 2, 'hybrid', 54.0098]
527: [4, 4, 'hybrid', 46.3947]
528: [1, 3, 'hybrid', 81.496]
529: [3, 4, 'index', 256.1659]
530: [3, 3, 'hybrid', 31.396]
531: [4, 1, 'hybrid', 661.5768]
532: [2, 2, 'hybrid', 53.2243]
533: [1, 1, 'hybrid', 38.1755]
534: [2, 2, 'hybrid', 33.3448]
535: [1, 4, 'hybrid', -15.5092]
536: [2, 3, 'unknown', 209.7263]
537: [1, 4, 'index', 33.8765]
538: [1, 1, 'hybrid', 49.5591]
539: [1, 1, 'hybrid', 13.8491]
540: [1, 4, 'index', 4.2857]
541: [2, 2, 'hybrid', 1.4755]
542: [4, 3, 'index', 65.8358]
543: [1, 4, 'index', 51.5349]
544: [3, 3, 'index', 0.4378]
545: [1, 4, 'hybrid', 5.7426]
546: [1, 3, 'hybrid', 125.562]
547: [3, 3, 'index', 9.1607]
548: [1, 4, 'hybrid', 22.2063]
549: [3, 1, 'index', 50.4216]
550: [3, 2, 'hybrid', 4395.5889]
551: [2, 4, 'index', 16.2546]
552: [1, 2, 'index', 20.5135]
553: [1, 3, 'hybrid', 24.0715]
554: [4, 4, 'hybrid', 342.0152]
555: [1, 3, 'unknown', 16.0819]
556: [4, 4, 'hybrid', 164.9241]
557: [1, 1, 'index', 1.4189]
558: [2, 2, 'hybrid', 31.2305]
559: [1, 1, 'index', 0.6158]
560: [2, 2, 'hybrid', 4.0055]
561: [1, 3, 'index', 31.5854]
562: [4, 4, 'unknown', 146.5029]
563: [1, 2, 'hybrid', 64.385]
564: [3, 3, 'hybrid', 1.4627]
565: [2, 2, 'index', 50.3238]
566: [4, 2, 'hybrid', 49.3354]
567: [2, 4, 'index', 27.9229]
568: [1, 3, 'hybrid', 6.3565]
569: [1, 2, 'hybrid', 13.3678]
570: [1, 4, 'hybrid', -2.6596]
571: [2, 3, 'index', 35.0569]
572: [3, 4, 'hybrid', 104536.3984]
573: [2, 1, 'index', 6.1085]
574: [4, 3, 'hybrid', 134.6735]
575: [4, 4, 'hybrid', 124.986]
576: [2, 2, 'hybrid', 0.0591]
577: [2, 4, 'hybrid', 37.3417]
578: [1, 3, 'index', 195.3219]
579: [1, 3, 'unknown', 283.4989]
580: [4, 3, 'hybrid', 4.5077]
581: [4, 2, 'unknown', 273.7822]
582: [1, 3, 'hybrid', 3.6701]
584: [2, 2, 'hybrid', 184.3378]
585: [1, 2, 'index', 4.4827]
586: [4, 1, 'hybrid', 726.3961]
587: [1, 2, 'hybrid', 2299.3208]
588: [1, 4, 'index', 12.8398]
589: [4, 3, 'hybrid', 248.581]
590: [2, 3, 'unknown', 177.6252]
591: [3, 4, 'index', 252.6301]
592: [3, 2, 'hybrid', 108.0503]
593: [3, 2, 'index', -2.959]
594: [1, 4, 'hybrid', 3.8391]
595: [4, 3, 'hybrid', 220.5727]
596: [1, 1, 'hybrid', 172.5709]
597: [3, 4, 'hybrid', 5.3126]
598: [1, 3, 'index', 34.9752]
599: [4, 2, 'unknown', 36.4799]
600: [2, 2, 'hybrid', 15092.0479]
601: [3, 1, 'index', 50.3656]
602: [1, 4, 'hybrid', 7.0722]
603: [4, 3, 'index', 66.8702]
604: [2, 1, 'unknown', 313.1896]
605: [1, 2, 'unknown', 103.8461]
606: [2, 4, 'index', 12.1097]
607: [2, 4, 'index', 37.3827]
608: [1, 3, 'hybrid', 0.4987]
609: [2, 1, 'hybrid', 1300.4091]
610: [4, 1, 'hybrid', 214.5972]
611: [3, 3, 'hybrid', 7.4462]
612: [1, 4, 'hybrid', 9.2216]
613: [1, 2, 'hybrid', 93.9895]
614: [4, 4, 'hybrid', 161.4633]
615: [2, 3, 'index', 240.6104]
616: [2, 4, 'unknown', -1298.257]
617: [2, 2, 'hybrid', 1951.8409]
618: [1, 3, 'hybrid', 396.0312]
619: [array(25.506195, dtype=float32), '26', 'index', array(25.506195, dtype=float32)]
620: [array(8.408329, dtype=float32), '9', 'index', array(8.408329, dtype=float32)]
630: [2, 4, 'index', 41.9873]
631: [5, 5, 'index', 8.0273]
632: [3, 2, 'index', 7.8781]
633: [6, 3, 'index', 10.5611]
644: [1, 4, 'index', 4.4994]
645: [2, 2, 'hybrid', 1.5051]
646: [4, 3, 'index', 67.989]
647: [1, 4, 'index', 51.693]
648: [3, 3, 'index', 0.41]
649: [1, 4, 'hybrid', 6.1155]
650: [1, 3, 'hybrid', 275.1999]
651: [3, 3, 'index', 9.1727]
